Gear ID,4982,Type,Primary Material,Secondary Material,Background,Rarity,Normalized Rarity,Price,Final Price
2197,,Longbow,Cherry,Black,Swamp,3.10E+01,2.10,30,30 STX
2198,,Longbow,Cherry,Black,Ocean,2.96E+01,2.00,30,30 STX
2199,x,Longbow,Cherry,Black,Mines,3.16E+01,2.14,30,30 STX
2200,,Longbow,Cherry,Black,Candy Land,3.67E+01,2.49,35,35 STX
2201,x,Longbow,Cherry,Black,Nirvana,1.45E+02,9.84,110,110 STX
2202,,Longbow,Maple,Black,Woodland,3.32E+01,2.25,35,35 STX
2203,,Longbow,Maple,Black,Swamp,3.02E+01,2.05,30,30 STX
2204,,Longbow,Maple,Black,Ocean,2.88E+01,1.95,30,30 STX
2205,x,Longbow,Maple,Black,Mines,3.08E+01,2.09,30,30 STX
2206,,Longbow,Maple,Black,Candy Land,3.58E+01,2.42,35,35 STX
2207,,Longbow,Maple,Black,Nirvana,1.42E+02,9.59,105,105 STX
2208,,Longbow,Birch,Black,Woodland,3.25E+01,2.20,30,30 STX
2209,,Longbow,Birch,Black,Swamp,2.95E+01,2.00,30,30 STX
2210,,Longbow,Birch,Black,Ocean,2.82E+01,1.91,30,30 STX
2211,x,Longbow,Birch,Black,Mines,3.02E+01,2.04,30,30 STX
2212,,Longbow,Birch,Black,Candy Land,3.50E+01,2.37,35,35 STX
2213,x,Longbow,Birch,Black,Nirvana,1.38E+02,9.38,105,105 STX
2214,,Longbow,Ebony,Black,Woodland,3.28E+01,2.23,30,30 STX
2215,,Longbow,Ebony,Black,Swamp,2.99E+01,2.02,30,30 STX
2216,,Longbow,Ebony,Black,Ocean,2.85E+01,1.93,30,30 STX
2217,x,Longbow,Ebony,Black,Mines,3.05E+01,2.07,30,30 STX
2218,,Longbow,Ebony,Black,Candy Land,3.54E+01,2.40,35,35 STX
2219,x,Longbow,Ebony,Black,Nirvana,1.40E+02,9.48,105,105 STX
2220,,Longbow,Oak,Mithril,Woodland,8.13E+02,55.11,560,560 STX
2221,,Longbow,Oak,Mithril,Swamp,7.40E+02,50.14,510,510 STX
2222,,Longbow,Oak,Mithril,Ocean,7.06E+02,47.83,490,490 STX
2223,x,Longbow,Oak,Mithril,Mines,7.55E+02,51.19,520,520 STX
2224,,Longbow,Oak,Mithril,Candy Land,8.76E+02,59.35,605,605 STX
2225,x,Longbow,Oak,Mithril,Nirvana,3.46E+03,234.85,2360,2360 STX
2226,,Longbow,Cherry,Mithril,Woodland,3.24E+01,2.20,30,30 STX
2227,,Longbow,Cherry,Mithril,Swamp,2.95E+01,2.00,30,30 STX
2228,,Longbow,Cherry,Mithril,Ocean,2.81E+01,1.91,30,30 STX
2229,x,Longbow,Cherry,Mithril,Mines,3.01E+01,2.04,30,30 STX
2230,,Longbow,Cherry,Mithril,Candy Land,3.49E+01,2.37,35,35 STX
2231,x,Longbow,Cherry,Mithril,Nirvana,1.38E+02,9.36,105,105 STX
2232,,Longbow,Maple,Mithril,Woodland,3.16E+01,2.14,30,30 STX
2233,,Longbow,Maple,Mithril,Swamp,2.87E+01,1.95,30,30 STX
2234,,Longbow,Maple,Mithril,Ocean,2.74E+01,1.86,30,30 STX
2235,x,Longbow,Maple,Mithril,Mines,2.93E+01,1.99,30,30 STX
2236,,Longbow,Maple,Mithril,Candy Land,3.40E+01,2.31,35,35 STX
2237,x,Longbow,Maple,Mithril,Nirvana,1.35E+02,9.13,100,100 STX
2238,,Longbow,Birch,Mithril,Woodland,3.09E+01,2.09,30,30 STX
2239,,Longbow,Birch,Mithril,Swamp,2.81E+01,1.90,30,30 STX
2240,,Longbow,Birch,Mithril,Ocean,2.68E+01,1.82,30,30 STX
2241,x,Longbow,Birch,Mithril,Mines,2.87E+01,1.94,30,30 STX
2242,,Longbow,Birch,Mithril,Candy Land,3.33E+01,2.25,35,35 STX
2243,x,Longbow,Birch,Mithril,Nirvana,1.32E+02,8.92,100,100 STX
2244,,Longbow,Ebony,Mithril,Woodland,3.12E+01,2.12,30,30 STX
2245,,Longbow,Ebony,Mithril,Swamp,2.84E+01,1.93,30,30 STX
2246,,Longbow,Ebony,Mithril,Ocean,2.71E+01,1.84,30,30 STX
2247,x,Longbow,Ebony,Mithril,Mines,2.90E+01,1.97,30,30 STX
2248,,Longbow,Ebony,Mithril,Candy Land,3.36E+01,2.28,35,35 STX
2249,x,Longbow,Ebony,Mithril,Nirvana,1.33E+02,9.02,100,100 STX
2250,x,Longbow,Oak,Adamantite,Woodland,1.17E+03,79.05,800,800 STX
2251,,Longbow,Oak,Adamantite,Swamp,1.06E+03,71.92,730,730 STX
2252,,Longbow,Oak,Adamantite,Ocean,1.01E+03,68.61,695,695 STX
2253,x,Longbow,Oak,Adamantite,Mines,1.08E+03,73.42,745,745 STX
2254,,Longbow,Oak,Adamantite,Candy Land,1.26E+03,85.13,860,860 STX
2255,x,Longbow,Oak,Adamantite,Nirvana,4.97E+03,336.85,3380,3380 STX
2256,x,Longbow,Cherry,Adamantite,Woodland,4.65E+01,3.15,40,40 STX
2257,,Longbow,Cherry,Adamantite,Swamp,4.23E+01,2.87,40,40 STX
2258,,Longbow,Cherry,Adamantite,Ocean,4.03E+01,2.73,35,35 STX
2259,x,Longbow,Cherry,Adamantite,Mines,4.32E+01,2.93,40,40 STX
2260,,Longbow,Cherry,Adamantite,Candy Land,5.00E+01,3.39,45,45 STX
2261,x,Longbow,Cherry,Adamantite,Nirvana,1.98E+02,13.42,145,145 STX
2262,x,Longbow,Maple,Adamantite,Woodland,4.53E+01,3.07,40,40 STX
2263,,Longbow,Maple,Adamantite,Swamp,4.12E+01,2.79,40,40 STX
2264,,Longbow,Maple,Adamantite,Ocean,3.93E+01,2.67,35,35 STX
2265,x,Longbow,Maple,Adamantite,Mines,4.21E+01,2.85,40,40 STX
2266,,Longbow,Maple,Adamantite,Candy Land,4.88E+01,3.31,45,45 STX
2267,x,Longbow,Maple,Adamantite,Nirvana,1.93E+02,13.09,140,140 STX
2268,x,Longbow,Birch,Adamantite,Woodland,4.43E+01,3.00,40,40 STX
2269,,Longbow,Birch,Adamantite,Swamp,4.03E+01,2.73,35,35 STX
2270,,Longbow,Birch,Adamantite,Ocean,3.84E+01,2.61,35,35 STX
2271,x,Longbow,Birch,Adamantite,Mines,4.11E+01,2.79,40,40 STX
2272,,Longbow,Birch,Adamantite,Candy Land,4.77E+01,3.23,40,40 STX
2273,x,Longbow,Birch,Adamantite,Nirvana,1.89E+02,12.79,140,140 STX
2274,x,Longbow,Ebony,Adamantite,Woodland,4.48E+01,3.04,40,40 STX
2275,,Longbow,Ebony,Adamantite,Swamp,4.08E+01,2.76,40,40 STX
2276,,Longbow,Ebony,Adamantite,Ocean,3.89E+01,2.64,35,35 STX
2277,x,Longbow,Ebony,Adamantite,Mines,4.16E+01,2.82,40,40 STX
2278,,Longbow,Ebony,Adamantite,Candy Land,4.82E+01,3.27,45,45 STX
2279,x,Longbow,Ebony,Adamantite,Nirvana,1.91E+02,12.94,140,140 STX
2280,,Longbow,Oak,Dragon Scale,Woodland,1.00E+03,67.91,690,690 STX
2281,,Longbow,Oak,Dragon Scale,Swamp,9.11E+02,61.78,630,630 STX
2282,,Longbow,Oak,Dragon Scale,Ocean,8.69E+02,58.94,600,600 STX
2283,x,Longbow,Oak,Dragon Scale,Mines,9.30E+02,63.07,640,640 STX
2284,,Longbow,Oak,Dragon Scale,Candy Land,1.08E+03,73.13,740,740 STX
2285,x,Longbow,Oak,Dragon Scale,Nirvana,4.27E+03,289.37,2905,2905 STX
2286,,Longbow,Cherry,Dragon Scale,Woodland,3.99E+01,2.71,35,35 STX
2287,,Longbow,Cherry,Dragon Scale,Swamp,3.63E+01,2.46,35,35 STX
2288,,Longbow,Cherry,Dragon Scale,Ocean,3.46E+01,2.35,35,35 STX
2289,x,Longbow,Cherry,Dragon Scale,Mines,3.71E+01,2.51,35,35 STX
2290,,Longbow,Cherry,Dragon Scale,Candy Land,4.30E+01,2.91,40,40 STX
2291,x,Longbow,Cherry,Dragon Scale,Nirvana,1.70E+02,11.53,125,125 STX
2292,,Longbow,Maple,Dragon Scale,Woodland,3.89E+01,2.64,35,35 STX
2293,,Longbow,Maple,Dragon Scale,Swamp,3.54E+01,2.40,35,35 STX
2294,,Longbow,Maple,Dragon Scale,Ocean,3.38E+01,2.29,35,35 STX
2295,x,Longbow,Maple,Dragon Scale,Mines,3.62E+01,2.45,35,35 STX
2296,,Longbow,Maple,Dragon Scale,Candy Land,4.19E+01,2.84,40,40 STX
2297,x,Longbow,Maple,Dragon Scale,Nirvana,1.66E+02,11.24,120,120 STX
2298,,Longbow,Birch,Dragon Scale,Woodland,3.80E+01,2.58,35,35 STX
2299,,Longbow,Birch,Dragon Scale,Swamp,3.46E+01,2.35,35,35 STX
2300,,Longbow,Birch,Dragon Scale,Ocean,3.30E+01,2.24,30,30 STX
2301,x,Longbow,Birch,Dragon Scale,Mines,3.53E+01,2.40,35,35 STX
2302,,Longbow,Birch,Dragon Scale,Candy Land,4.10E+01,2.78,40,40 STX
2303,x,Longbow,Birch,Dragon Scale,Nirvana,1.62E+02,10.99,120,120 STX
2304,,Longbow,Ebony,Dragon Scale,Woodland,3.85E+01,2.61,35,35 STX
2305,,Longbow,Ebony,Dragon Scale,Swamp,3.50E+01,2.37,35,35 STX
2306,,Longbow,Ebony,Dragon Scale,Ocean,3.34E+01,2.26,35,35 STX
2307,x,Longbow,Ebony,Dragon Scale,Mines,3.57E+01,2.42,35,35 STX
2308,,Longbow,Ebony,Dragon Scale,Candy Land,4.14E+01,2.81,40,40 STX
2309,x,Longbow,Ebony,Dragon Scale,Nirvana,1.64E+02,11.11,120,120 STX
2310,,Compound Bow,Oak,Iron,Woodland,5.94E+02,40.29,415,415 STX
2311,,Compound Bow,Oak,Iron,Swamp,5.41E+02,36.65,375,375 STX
2312,,Compound Bow,Oak,Iron,Ocean,5.16E+02,34.97,360,360 STX
2313,,Compound Bow,Oak,Iron,Mines,5.52E+02,37.42,385,385 STX
2314,,Compound Bow,Oak,Iron,Candy Land,6.40E+02,43.39,445,445 STX
2315,,Compound Bow,Oak,Iron,Nirvana,2.53E+03,171.68,1725,1725 STX
2316,,Compound Bow,Cherry,Iron,Woodland,2.37E+01,1.61,25,25 STX
2317,,Compound Bow,Cherry,Iron,Swamp,2.15E+01,1.46,25,25 STX
2318,,Compound Bow,Cherry,Iron,Ocean,2.06E+01,1.39,25,25 STX
2319,,Compound Bow,Cherry,Iron,Mines,2.20E+01,1.49,25,25 STX
2320,,Compound Bow,Cherry,Iron,Candy Land,2.55E+01,1.73,25,25 STX
2321,x,Compound Bow,Cherry,Iron,Nirvana,1.01E+02,6.84,80,80 STX
2322,,Compound Bow,Maple,Iron,Woodland,2.31E+01,1.57,25,25 STX
2323,,Compound Bow,Maple,Iron,Swamp,2.10E+01,1.42,25,25 STX
2324,,Compound Bow,Maple,Iron,Ocean,2.00E+01,1.36,25,25 STX
2325,,Compound Bow,Maple,Iron,Mines,2.14E+01,1.45,25,25 STX
2326,,Compound Bow,Maple,Iron,Candy Land,2.49E+01,1.69,25,25 STX
2327,,Compound Bow,Maple,Iron,Nirvana,9.84E+01,6.67,75,75 STX
2328,,Compound Bow,Birch,Iron,Woodland,2.26E+01,1.53,25,25 STX
2329,,Compound Bow,Birch,Iron,Swamp,2.05E+01,1.39,25,25 STX
2330,,Compound Bow,Birch,Iron,Ocean,1.96E+01,1.33,25,25 STX
2331,,Compound Bow,Birch,Iron,Mines,2.10E+01,1.42,25,25 STX
2332,,Compound Bow,Birch,Iron,Candy Land,2.43E+01,1.65,25,25 STX
2333,x,Compound Bow,Birch,Iron,Nirvana,9.62E+01,6.52,75,75 STX
2334,,Compound Bow,Ebony,Iron,Woodland,2.28E+01,1.55,25,25 STX
2335,,Compound Bow,Ebony,Iron,Swamp,2.08E+01,1.41,25,25 STX
2336,,Compound Bow,Ebony,Iron,Ocean,1.98E+01,1.34,25,25 STX
2337,,Compound Bow,Ebony,Iron,Mines,2.12E+01,1.44,25,25 STX
2338,,Compound Bow,Ebony,Iron,Candy Land,2.46E+01,1.67,25,25 STX
2339,x,Compound Bow,Ebony,Iron,Nirvana,9.73E+01,6.59,75,75 STX
2340,,Compound Bow,Oak,Vulcanic,Woodland,1.71E+03,115.90,1170,1170 STX
2341,,Compound Bow,Oak,Vulcanic,Swamp,1.56E+03,105.45,1065,1065 STX
2342,,Compound Bow,Oak,Vulcanic,Ocean,1.48E+03,100.59,1015,1015 STX
2343,,Compound Bow,Oak,Vulcanic,Mines,1.59E+03,107.65,1085,1085 STX
2344,,Compound Bow,Oak,Vulcanic,Candy Land,1.84E+03,124.81,1260,1260 STX
2345,x,Compound Bow,Oak,Vulcanic,Nirvana,7.29E+03,493.89,4950,4950 STX
2346,,Compound Bow,Cherry,Vulcanic,Woodland,6.81E+01,4.62,55,55 STX
2347,,Compound Bow,Cherry,Vulcanic,Swamp,6.20E+01,4.20,50,50 STX
2348,,Compound Bow,Cherry,Vulcanic,Ocean,5.91E+01,4.01,50,50 STX
2349,,Compound Bow,Cherry,Vulcanic,Mines,6.33E+01,4.29,55,55 STX
2350,,Compound Bow,Cherry,Vulcanic,Candy Land,7.34E+01,4.97,60,60 STX
2351,x,Compound Bow,Cherry,Vulcanic,Nirvana,2.90E+02,19.68,205,205 STX
2352,x,Compound Bow,Maple,Vulcanic,Woodland,6.64E+01,4.50,55,55 STX
2353,x,Compound Bow,Maple,Vulcanic,Swamp,6.04E+01,4.10,50,50 STX
2354,x,Compound Bow,Maple,Vulcanic,Ocean,5.77E+01,3.91,50,50 STX
2355,x,Compound Bow,Maple,Vulcanic,Mines,6.17E+01,4.18,50,50 STX
2356,x,Compound Bow,Maple,Vulcanic,Candy Land,7.15E+01,4.85,60,60 STX
2357,x,Compound Bow,Maple,Vulcanic,Nirvana,2.83E+02,19.19,200,200 STX
2358,,Compound Bow,Birch,Vulcanic,Woodland,6.49E+01,4.40,55,55 STX
2359,,Compound Bow,Birch,Vulcanic,Swamp,5.91E+01,4.00,50,50 STX
2360,,Compound Bow,Birch,Vulcanic,Ocean,5.64E+01,3.82,50,50 STX
2361,,Compound Bow,Birch,Vulcanic,Mines,6.03E+01,4.09,50,50 STX
2362,,Compound Bow,Birch,Vulcanic,Candy Land,6.99E+01,4.74,55,55 STX
2363,x,Compound Bow,Birch,Vulcanic,Nirvana,2.77E+02,18.76,200,200 STX
2364,,Compound Bow,Ebony,Vulcanic,Woodland,6.57E+01,4.45,55,55 STX
2365,,Compound Bow,Ebony,Vulcanic,Swamp,5.98E+01,4.05,50,50 STX
2366,,Compound Bow,Ebony,Vulcanic,Ocean,5.70E+01,3.86,50,50 STX
2367,,Compound Bow,Ebony,Vulcanic,Mines,6.10E+01,4.13,50,50 STX
2368,,Compound Bow,Ebony,Vulcanic,Candy Land,7.07E+01,4.79,60,60 STX
2369,x,Compound Bow,Ebony,Vulcanic,Nirvana,2.80E+02,18.97,200,200 STX
2370,,Compound Bow,Oak,Steel,Woodland,7.13E+02,48.32,495,495 STX
2371,,Compound Bow,Oak,Steel,Swamp,6.49E+02,43.96,450,450 STX
2372,,Compound Bow,Oak,Steel,Ocean,6.19E+02,41.94,430,430 STX
2373,,Compound Bow,Oak,Steel,Mines,6.62E+02,44.88,460,460 STX
2374,,Compound Bow,Oak,Steel,Candy Land,7.68E+02,52.04,530,530 STX
2375,,Compound Bow,Oak,Steel,Nirvana,3.04E+03,205.91,2070,2070 STX
2376,,Compound Bow,Cherry,Steel,Woodland,2.84E+01,1.93,30,30 STX
2377,,Compound Bow,Cherry,Steel,Swamp,2.58E+01,1.75,30,30 STX
2378,,Compound Bow,Cherry,Steel,Ocean,2.47E+01,1.67,25,25 STX
2379,,Compound Bow,Cherry,Steel,Mines,2.64E+01,1.79,30,30 STX
2380,,Compound Bow,Cherry,Steel,Candy Land,3.06E+01,2.07,30,30 STX
2381,x,Compound Bow,Cherry,Steel,Nirvana,1.21E+02,8.21,90,90 STX
2382,,Compound Bow,Maple,Steel,Woodland,2.77E+01,1.88,30,30 STX
2383,,Compound Bow,Maple,Steel,Swamp,2.52E+01,1.71,25,25 STX
2384,,Compound Bow,Maple,Steel,Ocean,2.40E+01,1.63,25,25 STX
2385,,Compound Bow,Maple,Steel,Mines,2.57E+01,1.74,25,25 STX
2386,,Compound Bow,Maple,Steel,Candy Land,2.98E+01,2.02,30,30 STX
2387,,Compound Bow,Maple,Steel,Nirvana,1.18E+02,8.00,90,90 STX
2388,x,Compound Bow,Birch,Steel,Woodland,2.71E+01,1.84,30,30 STX
2389,x,Compound Bow,Birch,Steel,Swamp,2.46E+01,1.67,25,25 STX
2390,x,Compound Bow,Birch,Steel,Ocean,2.35E+01,1.59,25,25 STX
2391,x,Compound Bow,Birch,Steel,Mines,2.51E+01,1.70,25,25 STX
2392,x,Compound Bow,Birch,Steel,Candy Land,2.92E+01,1.98,30,30 STX
2393,x,Compound Bow,Birch,Steel,Nirvana,1.15E+02,7.82,90,90 STX
2394,,Compound Bow,Ebony,Steel,Woodland,2.74E+01,1.86,30,30 STX
2395,,Compound Bow,Ebony,Steel,Swamp,2.49E+01,1.69,25,25 STX
2396,,Compound Bow,Ebony,Steel,Ocean,2.38E+01,1.61,25,25 STX
2397,,Compound Bow,Ebony,Steel,Mines,2.54E+01,1.72,25,25 STX
2398,,Compound Bow,Ebony,Steel,Candy Land,2.95E+01,2.00,30,30 STX
2399,x,Compound Bow,Ebony,Steel,Nirvana,1.17E+02,7.91,90,90 STX
2400,,Compound Bow,Oak,Black,Woodland,7.11E+02,48.22,490,490 STX
2401,,Compound Bow,Oak,Black,Swamp,6.47E+02,43.88,450,450 STX
2402,,Compound Bow,Oak,Black,Ocean,6.17E+02,41.85,430,430 STX
2403,,Compound Bow,Oak,Black,Mines,6.61E+02,44.79,460,460 STX
2404,,Compound Bow,Oak,Black,Candy Land,7.66E+02,51.93,530,530 STX
2405,,Compound Bow,Oak,Black,Nirvana,3.03E+03,205.50,2065,2065 STX
2406,,Compound Bow,Cherry,Black,Woodland,2.84E+01,1.92,30,30 STX
2407,,Compound Bow,Cherry,Black,Swamp,2.58E+01,1.75,25,25 STX
2408,,Compound Bow,Cherry,Black,Ocean,2.46E+01,1.67,25,25 STX
2409,,Compound Bow,Cherry,Black,Mines,2.63E+01,1.78,30,30 STX
2410,,Compound Bow,Cherry,Black,Candy Land,3.05E+01,2.07,30,30 STX
2411,x,Compound Bow,Cherry,Black,Nirvana,1.21E+02,8.19,90,90 STX
2412,,Compound Bow,Maple,Black,Woodland,2.76E+01,1.87,30,30 STX
2413,,Compound Bow,Maple,Black,Swamp,2.51E+01,1.70,25,25 STX
2414,,Compound Bow,Maple,Black,Ocean,2.40E+01,1.63,25,25 STX
2415,,Compound Bow,Maple,Black,Mines,2.57E+01,1.74,25,25 STX
2416,,Compound Bow,Maple,Black,Candy Land,2.98E+01,2.02,30,30 STX
2417,,Compound Bow,Maple,Black,Nirvana,1.18E+02,7.98,90,90 STX
2418,,Compound Bow,Birch,Black,Woodland,2.70E+01,1.83,30,30 STX
2419,,Compound Bow,Birch,Black,Swamp,2.46E+01,1.67,25,25 STX
2420,,Compound Bow,Birch,Black,Ocean,2.35E+01,1.59,25,25 STX
2421,,Compound Bow,Birch,Black,Mines,2.51E+01,1.70,25,25 STX
2422,,Compound Bow,Birch,Black,Candy Land,2.91E+01,1.97,30,30 STX
2423,x,Compound Bow,Birch,Black,Nirvana,1.15E+02,7.80,90,90 STX
2424,x,Compound Bow,Ebony,Black,Woodland,2.73E+01,1.85,30,30 STX
2425,x,Compound Bow,Ebony,Black,Swamp,2.49E+01,1.69,25,25 STX
2426,x,Compound Bow,Ebony,Black,Ocean,2.37E+01,1.61,25,25 STX
2427,x,Compound Bow,Ebony,Black,Mines,2.54E+01,1.72,25,25 STX
2428,x,Compound Bow,Ebony,Black,Candy Land,2.94E+01,1.99,30,30 STX
2429,x,Compound Bow,Ebony,Black,Nirvana,1.16E+02,7.89,90,90 STX
2430,,Compound Bow,Oak,Mithril,Woodland,6.77E+02,45.87,470,470 STX
2431,,Compound Bow,Oak,Mithril,Swamp,6.16E+02,41.73,425,425 STX
2432,,Compound Bow,Oak,Mithril,Ocean,5.87E+02,39.81,410,410 STX
2433,,Compound Bow,Oak,Mithril,Mines,6.29E+02,42.60,435,435 STX
2434,,Compound Bow,Oak,Mithril,Candy Land,7.29E+02,49.40,505,505 STX
2435,x,Compound Bow,Oak,Mithril,Nirvana,2.88E+03,195.47,1965,1965 STX
2436,,Compound Bow,Cherry,Mithril,Woodland,2.70E+01,1.83,30,30 STX
2437,,Compound Bow,Cherry,Mithril,Swamp,2.45E+01,1.66,25,25 STX
2438,,Compound Bow,Cherry,Mithril,Ocean,2.34E+01,1.59,25,25 STX
2439,,Compound Bow,Cherry,Mithril,Mines,2.50E+01,1.70,25,25 STX
2440,,Compound Bow,Cherry,Mithril,Candy Land,2.90E+01,1.97,30,30 STX
2441,x,Compound Bow,Cherry,Mithril,Nirvana,1.15E+02,7.79,90,90 STX
2442,,Compound Bow,Maple,Mithril,Woodland,2.63E+01,1.78,30,30 STX
2443,,Compound Bow,Maple,Mithril,Swamp,2.39E+01,1.62,25,25 STX
2444,,Compound Bow,Maple,Mithril,Ocean,2.28E+01,1.55,25,25 STX
2445,,Compound Bow,Maple,Mithril,Mines,2.44E+01,1.66,25,25 STX
2446,,Compound Bow,Maple,Mithril,Candy Land,2.83E+01,1.92,30,30 STX
2447,x,Compound Bow,Maple,Mithril,Nirvana,1.12E+02,7.59,85,85 STX
2448,,Compound Bow,Birch,Mithril,Woodland,2.57E+01,1.74,25,25 STX
2449,,Compound Bow,Birch,Mithril,Swamp,2.34E+01,1.59,25,25 STX
2450,,Compound Bow,Birch,Mithril,Ocean,2.23E+01,1.51,25,25 STX
2451,,Compound Bow,Birch,Mithril,Mines,2.39E+01,1.62,25,25 STX
2452,,Compound Bow,Birch,Mithril,Candy Land,2.77E+01,1.88,30,30 STX
2453,x,Compound Bow,Birch,Mithril,Nirvana,1.10E+02,7.42,85,85 STX
2454,,Compound Bow,Ebony,Mithril,Woodland,2.60E+01,1.76,30,30 STX
2455,,Compound Bow,Ebony,Mithril,Swamp,2.36E+01,1.60,25,25 STX
2456,,Compound Bow,Ebony,Mithril,Ocean,2.26E+01,1.53,25,25 STX
2457,,Compound Bow,Ebony,Mithril,Mines,2.41E+01,1.64,25,25 STX
2458,,Compound Bow,Ebony,Mithril,Candy Land,2.80E+01,1.90,30,30 STX
2459,x,Compound Bow,Ebony,Mithril,Nirvana,1.11E+02,7.51,85,85 STX
2460,,Compound Bow,Oak,Adamantite,Woodland,9.71E+02,65.79,670,670 STX
2461,x,Compound Bow,Oak,Adamantite,Swamp,8.83E+02,59.86,610,610 STX
2462,,Compound Bow,Oak,Adamantite,Ocean,8.42E+02,57.10,580,580 STX
2463,,Compound Bow,Oak,Adamantite,Mines,9.01E+02,61.11,620,620 STX
2464,,Compound Bow,Oak,Adamantite,Candy Land,1.05E+03,70.85,720,720 STX
2465,x,Compound Bow,Oak,Adamantite,Nirvana,4.14E+03,280.36,2815,2815 STX
2466,,Compound Bow,Cherry,Adamantite,Woodland,3.87E+01,2.62,35,35 STX
2467,x,Compound Bow,Cherry,Adamantite,Swamp,3.52E+01,2.39,35,35 STX
2468,,Compound Bow,Cherry,Adamantite,Ocean,3.36E+01,2.28,35,35 STX
2469,,Compound Bow,Cherry,Adamantite,Mines,3.59E+01,2.44,35,35 STX
2470,,Compound Bow,Cherry,Adamantite,Candy Land,4.17E+01,2.82,40,40 STX
2471,x,Compound Bow,Cherry,Adamantite,Nirvana,1.65E+02,11.17,120,120 STX
2472,,Compound Bow,Maple,Adamantite,Woodland,3.77E+01,2.56,35,35 STX
2473,x,Compound Bow,Maple,Adamantite,Swamp,3.43E+01,2.33,35,35 STX
2474,,Compound Bow,Maple,Adamantite,Ocean,3.27E+01,2.22,30,30 STX
2475,,Compound Bow,Maple,Adamantite,Mines,3.50E+01,2.37,35,35 STX
2476,,Compound Bow,Maple,Adamantite,Candy Land,4.06E+01,2.75,40,40 STX
2477,x,Compound Bow,Maple,Adamantite,Nirvana,1.61E+02,10.89,120,120 STX
2478,,Compound Bow,Birch,Adamantite,Woodland,3.69E+01,2.50,35,35 STX
2479,x,Compound Bow,Birch,Adamantite,Swamp,3.35E+01,2.27,35,35 STX
2480,,Compound Bow,Birch,Adamantite,Ocean,3.20E+01,2.17,30,30 STX
2481,,Compound Bow,Birch,Adamantite,Mines,3.42E+01,2.32,35,35 STX
2482,,Compound Bow,Birch,Adamantite,Candy Land,3.97E+01,2.69,35,35 STX
2483,x,Compound Bow,Birch,Adamantite,Nirvana,1.57E+02,10.65,115,115 STX
2484,,Compound Bow,Ebony,Adamantite,Woodland,3.73E+01,2.53,35,35 STX
2485,x,Compound Bow,Ebony,Adamantite,Swamp,3.39E+01,2.30,35,35 STX
2486,,Compound Bow,Ebony,Adamantite,Ocean,3.24E+01,2.19,30,30 STX
2487,,Compound Bow,Ebony,Adamantite,Mines,3.46E+01,2.35,35,35 STX
2488,,Compound Bow,Ebony,Adamantite,Candy Land,4.01E+01,2.72,35,35 STX
2489,x,Compound Bow,Ebony,Adamantite,Nirvana,1.59E+02,10.77,120,120 STX
2490,,Compound Bow,Oak,Dragon Scale,Woodland,8.34E+02,56.52,575,575 STX
2491,,Compound Bow,Oak,Dragon Scale,Swamp,7.59E+02,51.42,525,525 STX
2492,,Compound Bow,Oak,Dragon Scale,Ocean,7.24E+02,49.05,500,500 STX
2493,,Compound Bow,Oak,Dragon Scale,Mines,7.74E+02,52.49,535,535 STX
2494,,Compound Bow,Oak,Dragon Scale,Candy Land,8.98E+02,60.86,620,620 STX
2495,x,Compound Bow,Oak,Dragon Scale,Nirvana,3.55E+03,240.84,2420,2420 STX
2496,,Compound Bow,Cherry,Dragon Scale,Woodland,3.32E+01,2.25,35,35 STX
2497,,Compound Bow,Cherry,Dragon Scale,Swamp,3.02E+01,2.05,30,30 STX
2498,,Compound Bow,Cherry,Dragon Scale,Ocean,2.88E+01,1.95,30,30 STX
2499,,Compound Bow,Cherry,Dragon Scale,Mines,3.09E+01,2.09,30,30 STX
2500,,Compound Bow,Cherry,Dragon Scale,Candy Land,3.58E+01,2.43,35,35 STX
2501,x,Compound Bow,Cherry,Dragon Scale,Nirvana,1.42E+02,9.60,105,105 STX
2502,,Compound Bow,Maple,Dragon Scale,Woodland,3.24E+01,2.20,30,30 STX
2503,,Compound Bow,Maple,Dragon Scale,Swamp,2.95E+01,2.00,30,30 STX
2504,,Compound Bow,Maple,Dragon Scale,Ocean,2.81E+01,1.91,30,30 STX
2505,,Compound Bow,Maple,Dragon Scale,Mines,3.01E+01,2.04,30,30 STX
2506,,Compound Bow,Maple,Dragon Scale,Candy Land,3.49E+01,2.36,35,35 STX
2507,x,Compound Bow,Maple,Dragon Scale,Nirvana,1.38E+02,9.36,105,105 STX
2508,,Compound Bow,Birch,Dragon Scale,Woodland,3.17E+01,2.15,30,30 STX
2509,,Compound Bow,Birch,Dragon Scale,Swamp,2.88E+01,1.95,30,30 STX
2510,,Compound Bow,Birch,Dragon Scale,Ocean,2.75E+01,1.86,30,30 STX
2511,,Compound Bow,Birch,Dragon Scale,Mines,2.94E+01,1.99,30,30 STX
2512,,Compound Bow,Birch,Dragon Scale,Candy Land,3.41E+01,2.31,35,35 STX
2513,x,Compound Bow,Birch,Dragon Scale,Nirvana,1.35E+02,9.15,100,100 STX
2514,,Compound Bow,Ebony,Dragon Scale,Woodland,3.20E+01,2.17,30,30 STX
2515,,Compound Bow,Ebony,Dragon Scale,Swamp,2.91E+01,1.98,30,30 STX
